3,1,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0.51,0.154,0.308,22,67,1017,6008.5,37,44,1
3,2,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,0.664,1.328,23,65,1015,6235,39,56,0
3,3,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,1.328,2.656,24,59,1011,6152.5,38,63,0
3,4,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,1.992,3.984,23,55,1013,6090,36,70,0
3,5,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,2.656,5.312,22,64,1017,6078.5,42,80,0
3,6,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,3.32,6.64,21,68,1013,6159.5,41,63,0
3,7,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0.25,2.484,4.968,20,75,1013,6048.5,40,49,0
3,8,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,4.648,9.296,22,63,1014,6121,34,61,0
3,9,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,25.91,0,0,22,60,1016,6180.5,27,64,0
3,10,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0.76,0,0,18,79,1021,6205,39,73,0
3,11,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,6.64,13.28,20,74,1017,6212,20,69,0
3,12,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,7.304,14.608,22,63,1017,6127,44,52,0
3,13,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,7.968,15.936,23,56,1015,6098,36,61,0
3,14,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,8.632,17.264,23,61,1013,6142,27,63,0
3,15,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,9.296,18.592,24,57,1013,6111,39,47,0
3,16,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,9.96,19.92,26,54,1012,6021.5,32,68,0
3,17,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0.25,6.624,13.248,27,56,1005,6187,41,40,0
3,18,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,11.288,22.576,16,39,1021,6216.5,30,66,0
3,19,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,11.952,23.904,16,38,1020,6234,45,73,1
3,20,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,0.664,1.328,17,48,1019,6115,43,56,0
3,21,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,1.328,2.656,19,53,1016,6022.5,43,75,0
3,22,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,1.992,3.984,21,47,1016,6130.5,42,48,0
3,23,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,2.656,5.312,22,46,1011,6082,35,55,0
3,24,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0.51,0.77,1.54,21,35,1019,6162,41,64,0
3,25,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0.76,0,0,16,72,1022,6076,38,62,0
3,26,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,4.648,9.296,17,82,1020,6127.5,33,41,0
3,27,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,5.312,10.624,19,62,1016,6036.5,40,70,0
3,28,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,5.976,11.952,21,60,1015,6211.5,40,43,0
3,29,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,6.64,13.28,23,57,1013,6191,22,74,0
3,30,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0,7.304,14.608,23,57,1010,6170,41,64,0
3,31,1,0.664,1.66,0.4,0.3,22,10,1,1,0.5,0.76,0,0,21,56,1014,6223.5,35,56,0
4,1,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,1.0578,21.156,19,55,1017,4705,39,78,1
4,2,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,1.0578,21.156,20,69,1017,4515,42,54,0
4,3,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,21.156,42.312,21,66,1015,4832,40,77,0
4,4,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,31.734,63.468,17,66,1022,4537,36,58,0
4,5,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,42.312,84.624,17,68,1022,4896,34,73,0
4,6,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,5.289,1.0578,17,63,1015,4506,42,44,0
4,7,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,63.468,126.936,19,67,1013,4844,33,45,0
4,8,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,9.91,0,0,17,74,1018,4847,43,64,0
4,9,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,7.11,0,0,14,84,1022,4861,33,58,0
4,10,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,95.202,190.404,18,78,1026,4820,35,77,0
4,11,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,1.0578,21.156,12,78,1026,4743,34,54,0
4,12,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,116.358,232.716,12,85,1024,4819,33,66,0
4,13,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,126.936,253.872,16,78,1018,4662,36,71,0
4,14,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,137.514,275.028,17,77,1012,4836,39,49,0
4,15,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,148.092,296.184,22,66,1007,4678,34,68,1
4,16,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,1.0578,21.156,18,58,1016,4867,40,44,0
4,17,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,21.156,42.312,16,62,1020,4858,42,60,0
4,18,1,1.0578,2.46,0.43,0.3,22,10,1,1,0.5,0,31.734,63.468,13,69,1020,4602,36,65,0
